timestamp,cycle,response_bytes,response_time_ms,status_code,error
1770367106.124,1,190,1.93,503,
1770367469.427,5,190,3.15,503,
1770367869.344,10,190,3.16,503,
1770368199.500,15,190,2.54,503,
1770368629.466,20,190,2.8,503,
