timestamp,cycle,job,instance,status_code,latency_ms,payload_bytes,error
1770365118.069,1,amd-gpu-exporter,10.0.10.1,503,2.3,784459,
1770365126.575,1,node-exporter,10.0.10.1,503,1.56,583569,
1770365116.377,1,oci_lens_node_metrics,stress-node-0000,503,1.3,25528,
1770365117.128,1,oci_lens_drhpc_metrics,stress-node-0000,503,1.38,14961,
1770365113.515,1,amd-gpu-exporter,10.0.10.2,503,2.78,784459,
1770365122.787,1,node-exporter,10.0.10.2,503,1.63,583569,
1770365126.672,1,oci_lens_node_metrics,stress-node-0001,503,1.48,25528,
1770365126.250,1,oci_lens_drhpc_metrics,stress-node-0001,503,1.25,14961,
1770365124.031,1,amd-gpu-exporter,10.0.10.3,503,2.23,784459,
1770365114.132,1,node-exporter,10.0.10.3,503,1.74,583569,
1770365115.367,1,oci_lens_node_metrics,stress-node-0002,503,1.58,25528,
1770365110.703,1,oci_lens_drhpc_metrics,stress-node-0002,503,1.49,14961,
1770365109.379,1,amd-gpu-exporter,10.0.10.4,503,2.65,784459,
1770365124.283,1,node-exporter,10.0.10.4,503,1.61,583569,
1770365112.221,1,oci_lens_node_metrics,stress-node-0003,503,1.18,25528,
1770365113.833,1,oci_lens_drhpc_metrics,stress-node-0003,503,2.59,14961,
1770365113.626,1,amd-gpu-exporter,10.0.10.5,503,1.91,784459,
1770365122.853,1,node-exporter,10.0.10.5,503,2.2,583569,
1770365110.925,1,oci_lens_node_metrics,stress-node-0004,503,7.5,25528,
1770365119.855,1,oci_lens_drhpc_metrics,stress-node-0004,503,1.22,14961,
1770365112.185,1,amd-gpu-exporter,10.0.10.6,503,2.41,784459,
1770365123.288,1,node-exporter,10.0.10.6,503,2.45,583569,
1770365123.730,1,oci_lens_node_metrics,stress-node-0005,503,1.48,25528,
1770365107.551,1,oci_lens_drhpc_metrics,stress-node-0005,503,122.51,14961,
1770365111.387,1,amd-gpu-exporter,10.0.10.7,503,2.08,784459,
1770365126.743,1,node-exporter,10.0.10.7,503,2.35,583569,
1770365122.322,1,oci_lens_node_metrics,stress-node-0006,503,1.5,25528,
1770365119.840,1,oci_lens_drhpc_metrics,stress-node-0006,503,1.32,14961,
1770365111.695,1,amd-gpu-exporter,10.0.10.8,503,1.85,784459,
1770365120.469,1,node-exporter,10.0.10.8,503,2.17,583569,
1770365116.579,1,oci_lens_node_metrics,stress-node-0007,503,1.36,25528,
1770365124.901,1,oci_lens_drhpc_metrics,stress-node-0007,503,1.29,14961,
1770365127.040,1,amd-gpu-exporter,10.0.10.9,503,3.03,784459,
1770365114.091,1,node-exporter,10.0.10.9,503,1.8,583569,
1770365118.848,1,oci_lens_node_metrics,stress-node-0008,503,1.35,25528,
1770365109.540,1,oci_lens_drhpc_metrics,stress-node-0008,503,1.36,14961,
1770365119.932,1,amd-gpu-exporter,10.0.10.10,503,3.17,784459,
1770365123.435,1,node-exporter,10.0.10.10,503,1.83,583569,
1770365110.326,1,oci_lens_node_metrics,stress-node-0009,503,1.27,25528,
1770365120.102,1,oci_lens_drhpc_metrics,stress-node-0009,503,1.31,14961,
1770365111.721,1,amd-gpu-exporter,10.0.10.11,503,2.74,784459,
1770365123.699,1,node-exporter,10.0.10.11,503,2.01,583569,
1770365114.133,1,oci_lens_node_metrics,stress-node-0010,503,1.29,25528,
1770365112.437,1,oci_lens_drhpc_metrics,stress-node-0010,503,1.22,14961,
1770365118.608,1,amd-gpu-exporter,10.0.10.12,503,2.0,784459,
1770365117.737,1,node-exporter,10.0.10.12,503,1.76,583569,
1770365120.320,1,oci_lens_node_metrics,stress-node-0011,503,1.27,25528,
1770365124.338,1,oci_lens_drhpc_metrics,stress-node-0011,503,1.37,14961,
1770365116.484,1,amd-gpu-exporter,10.0.10.13,503,2.62,784459,
1770365126.541,1,node-exporter,10.0.10.13,503,1.96,583569,
1770365124.375,1,oci_lens_node_metrics,stress-node-0012,503,1.2,25528,
1770365120.536,1,oci_lens_drhpc_metrics,stress-node-0012,503,1.33,14961,
1770365126.203,1,amd-gpu-exporter,10.0.10.14,503,2.54,784459,
1770365112.219,1,node-exporter,10.0.10.14,503,1.89,583569,
