timestamp,cycle,response_bytes,response_time_ms,status_code,error
1770365127.133,1,190,1.18,503,
1770365426.320,5,73615849,2632.6,200,
1770365705.732,10,190,1.38,503,
1770366052.685,15,190,1.48,503,
