timestamp,cycle,job,instance,status_code,latency_ms,payload_bytes,error
1770386493.505,1,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,34.96,1062849,
1770386557.388,2,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,40.37,1062849,
1770386612.904,3,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,35.64,1062849,
1770386675.674,4,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,39.24,1062849,
1770386734.710,5,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,36.22,1062849,
1770386794.957,6,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,36.49,1062849,
1770386853.207,7,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,38.95,1062849,
1770386915.544,8,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,34.34,1062849,
1770386975.997,9,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,32.19,1062849,
1770387034.520,10,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,34.04,1062849,
1770387093.104,11,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,36.97,1062849,
1770387152.993,12,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,34.4,1062849,
1770387216.823,13,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,32.16,1062849,
1770387273.215,14,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,39.95,1062849,
1770387332.898,15,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,34.89,1062849,
1770387395.043,16,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,39.29,1062849,
1770387456.102,17,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,35.02,1062849,
1770387515.563,18,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,35.34,1062849,
1770387574.012,19,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,33.72,1062849,
1770387636.078,20,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,34.9,1062849,
1770387695.519,21,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,35.52,1062849,
1770387753.391,22,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,34.04,1062849,
1770387813.076,23,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,33.45,1062849,
1770387875.843,24,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,33.84,1062849,
1770387935.345,25,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,36.69,1062849,
1770387996.897,26,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,34.4,1062849,
1770388055.373,27,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,36.1,1062849,
1770388114.932,28,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,32.14,1062849,
1770388174.871,29,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,42.56,1062849,
1770388233.709,30,oci_lens_pod_metrics,pod-node-mapper-stress-test,400,46.32,1062849,
